EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MES,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_REGIAO,AEROPORTO_DE_ORIGEM_PAIS,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_PAIS,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,CARGA_PAGA_KG,ASK,RPK,COMBUSTIVEL_LITROS,DISTANCIA_VOADA_KM,DECOLAGENS,ASSENTOS,PAYLOAD,HORAS_VOADAS
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBKP,SUDESTE,BRASIL,SBSG,BRASIL,DOMÉSTICA,REGULAR,624.0,37.0,1707480.0,1432080.0,36628.0,9180.0,4.0,744.0,79200.0,13.4333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBKP,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,74088.0,67200.0,6924.0,420.0,5.0,882.0,95147.0,4.26667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBKP,SUDESTE,BRASIL,SBSV,BRASIL,DOMÉSTICA,REGULAR,3947.0,9924.0,6429780.0,5754726.0,140918.0,34992.0,24.0,4410.0,475200.0,57.85
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBLO,SUL,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,6487.0,23851.0,4095028.0,3087812.0,134872.0,22848.0,48.0,8603.0,931135.0,58.7667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMA,NORTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,3564.0,3675.0,5188800.0,4187700.0,129978.0,28200.0,24.0,4416.0,471347.0,47.75
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMG,SUL,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,11396.0,15354.0,7629195.0,6438740.0,231327.0,41810.0,74.0,13503.0,1465200.0,101.2
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMG,SUL,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,758.0,992.0,583128.0,413868.0,21711.0,3276.0,6.0,1068.0,114947.0,7.63333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMK,SUDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,2836.0,3158.0,2592702.0,2158590.0,87262.0,18354.0,23.0,3249.0,382193.0,37.4333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMK,SUDESTE,BRASIL,SBSJ,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,104328.0,99036.0,5247.0,756.0,1.0,138.0,15947.0,2.23333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMO,NORDESTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,5227.0,713.0,8550411.0,7803911.0,197701.0,46283.0,31.0,5727.0,613800.0,75.9167
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMO,NORDESTE,BRASIL,SBCF,BRASIL,DOMÉSTICA,REGULAR,136.0,0.0,196926.0,194072.0,5810.0,1427.0,1.0,138.0,15947.0,2.41667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMO,NORDESTE,BRASIL,SBGL,BRASIL,DOMÉSTICA,REGULAR,7032.0,576.0,14335154.0,12024548.0,331066.0,77188.0,46.0,8543.0,910800.0,122.717
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMO,NORDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,14820.0,5981.0,30625920.0,28454400.0,733106.0,165120.0,86.0,15951.0,1702800.0,261.5
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMO,NORDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,4119.0,862.0,8660808.0,8023812.0,210258.0,46752.0,24.0,4446.0,475200.0,76.2
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMO,NORDESTE,BRASIL,SBSV,BRASIL,DOMÉSTICA,REGULAR,4623.0,194.0,2427516.0,2163564.0,73397.0,13104.0,28.0,5187.0,554400.0,33.2333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMQ,NORTE,BRASIL,SBBE,BRASIL,DOMÉSTICA,REGULAR,6176.0,7559.0,2631342.0,2087834.0,100942.0,14147.0,43.0,7998.0,851400.0,41.6667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBMQ,NORTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,4058.0,11932.0,9362760.0,7320632.0,199860.0,50512.0,28.0,5190.0,554400.0,77.9833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBNF,SUL,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,10909.0,28691.0,5294646.0,4810869.0,208634.0,28665.0,65.0,12006.0,1287000.0,86.1833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBNF,SUL,BRASIL,SBKP,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,170004.0,165891.0,9918.0,914.0,2.0,372.0,39600.0,3.78333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBNF,SUL,BRASIL,SBRJ,BRASIL,DOMÉSTICA,REGULAR,8546.0,8843.0,7260540.0,6050568.0,232301.0,49560.0,70.0,10255.0,1301234.0,94.85
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBNF,SUL,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,22132.0,59087.0,11091060.0,9012366.0,411130.0,66654.0,161.0,26790.0,2948914.0,175.45
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBNM,SUL,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,1302.0,0.0,1684566.0,1222578.0,59651.0,12207.0,13.0,1794.0,241988.0,23.7
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPA,SUL,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,8425.0,22668.0,16990530.0,13522125.0,381927.0,93090.0,58.0,10586.0,1136841.0,145.95
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPA,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,3823.0,866.0,3143124.0,2116242.0,103528.0,18690.0,35.0,5886.0,646764.0,42.35
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPA,SUL,BRASIL,SBFL,BRASIL,DOMÉSTICA,REGULAR,547.0,8.0,640332.0,198561.0,21124.0,3630.0,10.0,1764.0,194147.0,9.9
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPA,SUL,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,19168.0,52405.0,21353828.0,16478248.0,615926.0,121240.0,140.0,24658.0,2766841.0,252.833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPA,SUL,BRASIL,SBRJ,BRASIL,DOMÉSTICA,REGULAR,16937.0,7853.0,21668640.0,18969440.0,624018.0,152320.0,136.0,19347.0,2369148.0,256.367
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPA,SUL,BRASIL,SBSG,BRASIL,DOMÉSTICA,REGULAR,507.0,0.0,2074272.0,1603134.0,48978.0,12648.0,4.0,656.0,79200.0,16.9667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPA,SUL,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,40087.0,36135.0,49041436.0,33592906.0,1333120.0,289110.0,345.0,58522.0,6411023.0,570.034
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPF,SUL,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,2909.0,0.0,2733471.0,2306837.0,94462.0,19032.0,24.0,3447.0,401993.0,38.35
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPJ,NORTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,4744.0,7105.0,4082808.0,2950768.0,115908.0,22392.0,36.0,6564.0,705094.0,47.2833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPJ,NORTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,1789.0,1301.0,3442650.0,2638775.0,77006.0,19175.0,13.0,2334.0,257400.0,30.9
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPK,SUL,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,1501.0,0.0,2397888.0,1630086.0,76535.0,17376.0,16.0,2208.0,255152.0,32.6667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPL,NORDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,4306.0,4917.0,8381106.0,7259916.0,210821.0,45522.0,27.0,4971.0,530747.0,73.7667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPS,NORDESTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,1793.0,0.0,1844700.0,1696178.0,53002.0,10406.0,11.0,1950.0,210094.0,19.3333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPS,NORDESTE,BRASIL,SBCF,BRASIL,DOMÉSTICA,REGULAR,7615.0,11.0,6118893.0,4774605.0,169990.0,33231.0,53.0,9759.0,1041694.0,68.95
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPS,NORDESTE,BRASIL,SBGL,BRASIL,DOMÉSTICA,REGULAR,3234.0,0.0,3404544.0,2690688.0,91039.0,18304.0,22.0,4092.0,435600.0,35.5833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPS,NORDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,9534.0,1710.0,11156184.0,10449264.0,298169.0,60280.0,55.0,10179.0,1085147.0,110.35
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPS,NORDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,1732.0,49.0,2245752.0,1946768.0,63858.0,12364.0,11.0,1998.0,213947.0,23.6
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPV,NORTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,3930.0,2145.0,9535455.0,7613092.0,196485.0,51543.0,27.0,4995.0,534600.0,76.6
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBPV,NORTE,BRASIL,SBEG,BRASIL,DOMÉSTICA,REGULAR,502.0,8.0,566184.0,410179.0,12946.0,3044.0,4.0,744.0,79200.0,5.9
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRB,NORTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,4359.0,32471.0,13019220.0,10713450.0,265245.0,70215.0,31.0,5748.0,613800.0,102.3
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRB,NORTE,BRASIL,SBBV,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,301878.0,209367.0,6504.0,1623.0,1.0,186.0,19800.0,3.03333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRB,NORTE,BRASIL,SBCZ,BRASIL,DOMÉSTICA,REGULAR,965.0,4553.0,1494208.0,811040.0,43370.0,8288.0,14.0,2524.0,277200.0,16.7167
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRB,NORTE,BRASIL,SBEG,BRASIL,DOMÉSTICA,REGULAR,1585.0,2461.0,2356992.0,1699200.0,54687.0,12672.0,11.0,2046.0,217800.0,20.85
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,10076.0,22066.0,17838390.0,16665704.0,418665.0,95932.0,58.0,10785.0,1148400.0,156.833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBCF,BRASIL,DOMÉSTICA,REGULAR,420.0,781.0,1196352.0,943896.0,30727.0,6432.0,4.0,744.0,79200.0,11.5667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBFZ,BRASIL,DOMÉSTICA,REGULAR,3657.0,18450.0,2671020.0,2292939.0,84363.0,16929.0,27.0,4260.0,548354.0,36.6667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBGL,BRASIL,DOMÉSTICA,REGULAR,13413.0,11569.0,28314429.0,24934767.0,631502.0,152438.0,82.0,15231.0,1623600.0,240.133
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,14304.0,234826.0,31319607.0,29348869.0,912070.0,212201.0,101.0,14907.0,2064787.0,333.583
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBKP,BRASIL,DOMÉSTICA,REGULAR,176.0,0.0,391716.0,370656.0,10789.0,2106.0,1.0,186.0,19800.0,4.2
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,28482.0,34174.0,64738632.0,60638178.0,1539853.0,349156.0,164.0,30408.0,3239494.0,553.933
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRF,NORDESTE,BRASIL,SBSV,BRASIL,DOMÉSTICA,REGULAR,4773.0,6587.0,3730452.0,3206709.0,101360.0,20119.0,31.0,5748.0,613800.0,44.85
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,19290.0,23613.0,22521632.0,17901120.0,784608.0,165184.0,178.0,24269.0,3239278.0,324.483
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBCF,BRASIL,DOMÉSTICA,REGULAR,13934.0,12320.0,6317625.0,5225250.0,278852.0,40875.0,109.0,16847.0,2061875.0,119.917
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,9366.0,6731.0,7531316.0,6331416.0,264127.0,52052.0,77.0,11141.0,1466805.0,109.883
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBFL,BRASIL,DOMÉSTICA,REGULAR,10044.0,4198.0,9709282.0,7603308.0,336458.0,69644.0,92.0,12826.0,1798482.0,137.183
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,17948.0,19359.0,8321866.0,6156164.0,384888.0,53508.0,156.0,24262.0,3031005.0,180.533
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBKP,BRASIL,DOMÉSTICA,REGULAR,7102.0,1544.0,4824171.0,2890514.0,220347.0,33781.0,83.0,11853.0,1496986.0,103.567
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBNF,BRASIL,DOMÉSTICA,REGULAR,8534.0,987.0,7003536.0,6042072.0,247929.0,49560.0,70.0,9892.0,1274263.0,103.0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,15766.0,12716.0,19481280.0,17657920.0,679333.0,154560.0,138.0,17394.0,2435719.0,280.383
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,63676.0,23918.0,32093076.0,23305416.0,1421204.0,199470.0,545.0,87686.0,10448083.0,633.017
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBSV,BRASIL,DOMÉSTICA,REGULAR,17572.0,30957.0,22817808.0,21508128.0,721899.0,172584.0,141.0,18642.0,2726299.0,289.45
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBRJ,SUDESTE,BRASIL,SBVT,BRASIL,DOMÉSTICA,REGULAR,10393.0,8837.0,5883598.0,4354667.0,239373.0,40224.0,96.0,14042.0,1735121.0,106.85
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,6254.0,24406.0,12182709.0,11075834.0,279692.0,65527.0,37.0,6879.0,732600.0,103.75
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBCF,BRASIL,DOMÉSTICA,REGULAR,1072.0,569.0,2343600.0,1929600.0,56101.0,12600.0,7.0,1302.0,138600.0,19.1833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,590.0,3.0,1966392.0,1559370.0,33947.0,10572.0,4.0,744.0,79200.0,15.2833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBFZ,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,75945.0,73455.0,2640.0,415.0,1.0,183.0,19800.0,1.11667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBGL,BRASIL,DOMÉSTICA,REGULAR,8006.0,20537.0,20063175.0,16977650.0,454552.0,107900.0,52.0,9669.0,1029600.0,165.0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBGO,BRASIL,DOMÉSTICA,REGULAR,614.0,0.0,1438152.0,1186862.0,32954.0,7732.0,4.0,744.0,79200.0,11.3667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,14158.0,66751.0,33813192.0,32102672.0,790838.0,183680.0,80.0,14727.0,1584000.0,279.667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBJP,BRASIL,DOMÉSTICA,REGULAR,3.0,417.0,112640.0,5600.0,6030.0,640.0,4.0,704.0,79200.0,3.25
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBKP,BRASIL,DOMÉSTICA,REGULAR,806.0,0.0,2134350.0,1849770.0,40760.0,11475.0,5.0,930.0,99000.0,18.0833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,491.0,405.0,2131188.0,1552542.0,79090.0,12648.0,4.0,674.0,79200.0,17.9333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,3710.0,5633.0,9395932.0,8622040.0,200909.0,51128.0,22.0,4043.0,431747.0,78.35
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSG,NORDESTE,BRASIL,SBSV,BRASIL,DOMÉSTICA,REGULAR,4542.0,5695.0,4785066.0,3897036.0,123140.0,25740.0,30.0,5577.0,594000.0,49.3
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSI,CENTRO-OESTE,BRASIL,SBCF,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,261403.0,252337.0,10478.0,1511.0,1.0,173.0,19800.0,3.41667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSI,CENTRO-OESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,4020.0,1740.0,7119780.0,6184065.0,185431.0,41730.0,26.0,4436.0,507094.0,67.0333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSJ,SUDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,9108.0,8646.0,1093.0,66.0,1.0,138.0,15947.0,0.716667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSL,NORDESTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,2784.0,4023.0,4841022.0,4262304.0,110910.0,26027.0,17.0,3162.0,336600.0,42.1833
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSL,NORDESTE,BRASIL,SBFZ,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,0.0,0.0,11836.0,2588.0,4.0,0.0,92918.0,5.1
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSL,NORDESTE,BRASIL,SBGL,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,418686.0,373666.0,6256.0,2251.0,1.0,186.0,19800.0,4.4
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSL,NORDESTE,BRASIL,SBGR,BRASIL,DOMÉSTICA,REGULAR,4175.0,20127.0,10797192.0,9344979.0,387003.0,95571.0,41.0,4632.0,866956.0,147.067
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSL,NORDESTE,BRASIL,SBSV,BRASIL,DOMÉSTICA,REGULAR,2688.0,3433.0,4146936.0,3545472.0,94828.0,22423.0,17.0,3144.0,336600.0,36.9167
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSN,NORTE,BRASIL,SBBE,BRASIL,DOMÉSTICA,REGULAR,2702.0,6141.0,3695550.0,2341580.0,88092.0,19880.0,28.0,5205.0,554400.0,40.4333
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSN,NORTE,BRASIL,SBEG,BRASIL,DOMÉSTICA,REGULAR,1968.0,8432.0,2298867.0,1332318.0,66347.0,12369.0,21.0,3903.0,415800.0,26.7
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSP,SUDESTE,BRASIL,SBAR,BRASIL,DOMÉSTICA,REGULAR,2240.0,6558.0,5482908.0,3629262.0,116992.0,29478.0,17.0,3162.0,336600.0,46.1667
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSP,SUDESTE,BRASIL,SBBR,BRASIL,DOMÉSTICA,REGULAR,46163.0,288005.0,59118112.0,40254136.0,1604318.0,336592.0,386.0,67796.0,7349972.0,707.467
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2023,3,SBSP,SUDESTE,BRASIL,SBCF,BRASIL,DOMÉSTICA,REGULAR,30928.0,63116.0,22589116.0,16275964.0,724752.0,131524.0,251.0,43109.0,4715502.0,331.383
