EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MES,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_REGIAO,AEROPORTO_DE_ORIGEM_PAIS,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_PAIS,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,CARGA_PAGA_KG,ASK,RPK,COMBUSTIVEL_LITROS,DISTANCIA_VOADA_KM,DECOLAGENS,ASSENTOS,PAYLOAD,HORAS_VOADAS
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBBE,NORTE,BRASIL,SBMD,BRASIL,DOMÉSTICA,REGULAR,15.0,245.0,49896.0,6930.0,3692.0,5544.0,12.0,108.0,16248.0,19.8833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBBG,SUL,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,139.0,1178.0,78003.0,44619.0,6487.0,8667.0,27.0,243.0,38012.0,36.2833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCA,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,3951.0,0.0,350.0,439.0,1.0,9.0,1320.0,1.91667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SBCA,BRASIL,DOMÉSTICA,REGULAR,7.0,0.0,3951.0,3073.0,500.0,439.0,1.0,9.0,1200.0,2.71667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSCT,BRASIL,DOMÉSTICA,REGULAR,77.0,577.0,51156.0,31262.0,4495.0,5684.0,14.0,126.0,18805.0,25.3667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSFB,BRASIL,DOMÉSTICA,REGULAR,14.0,24.0,7092.0,5516.0,602.0,788.0,2.0,18.0,2718.0,3.36667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSGY,BRASIL,DOMÉSTICA,REGULAR,70.0,667.0,52569.0,37170.0,4588.0,5841.0,11.0,99.0,13931.0,25.0667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSKM,BRASIL,DOMÉSTICA,REGULAR,85.0,1148.0,58806.0,30855.0,5128.0,6534.0,18.0,162.0,24700.0,29.5833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSOG,BRASIL,DOMÉSTICA,REGULAR,21.0,737.0,39429.0,7077.0,3439.0,4381.0,13.0,117.0,18050.0,20.05
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSPG,BRASIL,DOMÉSTICA,REGULAR,20.0,540.0,14040.0,1300.0,1517.0,1560.0,24.0,216.0,37191.0,11.15
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSPI,BRASIL,DOMÉSTICA,REGULAR,83.0,810.0,54306.0,35773.0,4738.0,6034.0,14.0,126.0,18612.0,26.1
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSUV,BRASIL,DOMÉSTICA,REGULAR,32.0,267.0,16605.0,6560.0,1553.0,1845.0,9.0,81.0,13157.0,9.76667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCT,SUL,BRASIL,SSVL,BRASIL,DOMÉSTICA,REGULAR,68.0,465.0,25326.0,13668.0,2517.0,2814.0,14.0,126.0,20387.0,14.9167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCY,CENTRO-OESTE,BRASIL,SWHP,BRASIL,DOMÉSTICA,REGULAR,7.0,1289.0,45837.0,3241.0,3609.0,5093.0,11.0,99.0,14713.0,20.65
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBCY,CENTRO-OESTE,BRASIL,SWTS,BRASIL,DOMÉSTICA,REGULAR,2.0,1719.0,17820.0,360.0,1442.0,1980.0,11.0,99.0,16448.0,9.1
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBEG,NORTE,BRASIL,SWPI,BRASIL,DOMÉSTICA,REGULAR,54.0,185.0,42939.0,19818.0,3616.0,4771.0,13.0,117.0,17908.0,19.9333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBJR,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,154.0,1019.0,191394.0,52822.0,18155.0,21266.0,62.0,558.0,84682.0,101.05
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBMD,NORTE,BRASIL,SNYA,BRASIL,DOMÉSTICA,REGULAR,12.0,245.0,7236.0,804.0,706.0,804.0,12.0,108.0,18634.0,4.55
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBPA,SUL,BRASIL,SBBG,BRASIL,DOMÉSTICA,REGULAR,117.0,1354.0,75114.0,37557.0,6382.0,8346.0,26.0,234.0,36495.0,37.7
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBPA,SUL,BRASIL,SBPF,BRASIL,DOMÉSTICA,REGULAR,90.0,1162.0,89100.0,20250.0,8291.0,9900.0,44.0,396.0,63770.0,50.5333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBPA,SUL,BRASIL,SJRG,BRASIL,DOMÉSTICA,REGULAR,65.0,694.0,51957.0,16315.0,4531.0,5773.0,23.0,207.0,33176.0,26.55
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBPA,SUL,BRASIL,SSSB,BRASIL,DOMÉSTICA,REGULAR,78.0,1119.0,71136.0,38532.0,6054.0,7904.0,16.0,144.0,20756.0,33.55
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBPA,SUL,BRASIL,SSZR,BRASIL,DOMÉSTICA,REGULAR,66.0,733.0,54000.0,26400.0,4620.0,6000.0,15.0,135.0,20304.0,26.2833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBPF,SUL,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,90.0,744.0,89100.0,20250.0,7650.0,9900.0,44.0,396.0,64283.0,44.3333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBSP,SUDESTE,BRASIL,SBGL,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,3240.0,0.0,250.0,360.0,1.0,9.0,1400.0,1.56667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBSP,SUDESTE,BRASIL,SBJR,BRASIL,DOMÉSTICA,REGULAR,151.0,1232.0,188307.0,51793.0,15063.0,20923.0,61.0,549.0,85553.0,93.7167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBSP,SUDESTE,BRASIL,SIMK,BRASIL,DOMÉSTICA,REGULAR,140.0,1646.0,143244.0,48440.0,14839.0,15916.0,46.0,414.0,61731.0,87.7833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SBSP,SUDESTE,BRASIL,SNBA,BRASIL,DOMÉSTICA,REGULAR,243.0,2029.0,162702.0,95499.0,15537.0,18078.0,46.0,414.0,61178.0,90.8667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SIMK,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,142.0,1507.0,143244.0,49132.0,13313.0,15916.0,46.0,414.0,62950.0,73.2333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SJRG,SUL,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,154.0,1531.0,63252.0,38654.0,5604.0,7028.0,28.0,252.0,40319.0,32.25
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SNBA,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,235.0,2046.0,162702.0,92355.0,14224.0,18078.0,46.0,414.0,62224.0,78.0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SNMZ,NORTE,BRASIL,SNVS,BRASIL,DOMÉSTICA,REGULAR,34.0,790.0,21600.0,6800.0,1916.0,2400.0,12.0,108.0,17668.0,10.6
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SNVS,NORTE,BRASIL,SBBE,BRASIL,DOMÉSTICA,REGULAR,33.0,656.0,23760.0,7260.0,2063.0,2640.0,12.0,108.0,17550.0,11.4167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SNYA,NORTE,BRASIL,SNMZ,BRASIL,DOMÉSTICA,REGULAR,16.0,320.0,5076.0,752.0,525.0,564.0,12.0,108.0,18781.0,3.65
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSCP,SUL,BRASIL,SSVL,BRASIL,DOMÉSTICA,REGULAR,0.0,222.0,15093.0,0.0,1339.0,1677.0,13.0,117.0,19729.0,8.01667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSCT,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,63.0,614.0,47502.0,25578.0,3885.0,5278.0,13.0,117.0,17692.0,21.2333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSFB,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,6.0,50.0,3546.0,2364.0,300.0,394.0,1.0,9.0,1360.0,1.58333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSFB,SUL,BRASIL,SSUV,BRASIL,DOMÉSTICA,REGULAR,8.0,110.0,18000.0,1600.0,1584.0,2000.0,10.0,90.0,14734.0,8.78333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSGY,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,76.0,681.0,47790.0,40356.0,4008.0,5310.0,10.0,90.0,12793.0,21.05
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSKM,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,89.0,1059.0,55539.0,32307.0,4783.0,6171.0,17.0,153.0,23375.0,25.95
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSOG,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,18.0,300.0,39429.0,6066.0,3352.0,4381.0,13.0,117.0,18118.0,18.2
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSPG,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,52.0,695.0,14040.0,3380.0,2105.0,1560.0,24.0,216.0,36718.0,13.0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSPI,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,71.0,912.0,54306.0,30601.0,4567.0,6034.0,14.0,126.0,18748.0,24.4167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSSB,SUL,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,89.0,675.0,71136.0,43966.0,5739.0,7904.0,16.0,144.0,21008.0,30.6833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSUV,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,80.0,483.0,18450.0,16400.0,1746.0,2050.0,10.0,90.0,14604.0,9.55
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSUV,SUL,BRASIL,SSFB,BRASIL,DOMÉSTICA,REGULAR,43.0,461.0,16200.0,8600.0,1513.0,1800.0,9.0,81.0,13189.0,8.4
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSVL,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,75.0,685.0,25326.0,15075.0,2387.0,2814.0,14.0,126.0,20489.0,13.2167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSVL,SUL,BRASIL,SSCP,BRASIL,DOMÉSTICA,REGULAR,16.0,295.0,15093.0,2064.0,1423.0,1677.0,13.0,117.0,19662.0,8.31667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SSZR,SUL,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,88.0,714.0,54000.0,35200.0,4509.0,6000.0,15.0,135.0,20394.0,24.7667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWFX,CENTRO-OESTE,BRASIL,SWHP,BRASIL,DOMÉSTICA,REGULAR,1.0,760.0,25029.0,309.0,1884.0,2781.0,9.0,81.0,12893.0,10.65
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWHP,CENTRO-OESTE,BRASIL,SBCY,BRASIL,DOMÉSTICA,REGULAR,6.0,1285.0,41670.0,2778.0,3224.0,4630.0,10.0,90.0,13421.0,17.7167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWHP,CENTRO-OESTE,BRASIL,SWFX,BRASIL,DOMÉSTICA,REGULAR,1.0,1010.0,30591.0,309.0,2506.0,3399.0,11.0,99.0,15594.0,13.9167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWJN,CENTRO-OESTE,BRASIL,SWTS,BRASIL,DOMÉSTICA,REGULAR,0.0,870.0,38115.0,0.0,2887.0,4235.0,11.0,99.0,15291.0,15.95
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWMW,NORTE,BRASIL,SBEG,BRASIL,DOMÉSTICA,REGULAR,69.0,1222.0,30654.0,18078.0,2426.0,3406.0,13.0,117.0,18860.0,13.4667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWPI,NORTE,BRASIL,SWMW,BRASIL,DOMÉSTICA,REGULAR,67.0,1177.0,15093.0,8643.0,1209.0,1677.0,13.0,117.0,19835.0,7.15
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWTS,CENTRO-OESTE,BRASIL,SBCY,BRASIL,DOMÉSTICA,REGULAR,14.0,1630.0,17820.0,2520.0,1569.0,1980.0,11.0,99.0,16344.0,9.08333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,1,SWTS,CENTRO-OESTE,BRASIL,SWJN,BRASIL,DOMÉSTICA,REGULAR,8.0,1369.0,38115.0,3080.0,3107.0,4235.0,11.0,99.0,15114.0,16.9833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBAC,NORDESTE,BRASIL,SBFZ,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,2160.0,0.0,205.0,240.0,2.0,18.0,3036.0,1.4
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBBE,NORTE,BRASIL,SBMD,BRASIL,DOMÉSTICA,REGULAR,15.0,122.0,45738.0,6930.0,3380.0,5082.0,11.0,99.0,14896.0,18.2333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBBG,SUL,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,109.0,873.0,72225.0,34989.0,5886.0,8025.0,25.0,225.0,35294.0,33.15
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SBLO,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,2835.0,0.0,326.0,315.0,1.0,9.0,1339.0,1.83333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSCT,BRASIL,DOMÉSTICA,REGULAR,24.0,364.0,40194.0,9744.0,3495.0,4466.0,11.0,99.0,14804.0,19.6833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSFB,BRASIL,DOMÉSTICA,REGULAR,3.0,72.0,7092.0,1182.0,626.0,788.0,2.0,18.0,2700.0,3.58333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSGY,BRASIL,DOMÉSTICA,REGULAR,33.0,619.0,47790.0,17523.0,4031.0,5310.0,10.0,90.0,12777.0,21.6
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSKM,BRASIL,DOMÉSTICA,REGULAR,51.0,899.0,49005.0,18513.0,4305.0,5445.0,15.0,135.0,20557.0,24.1
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSOG,BRASIL,DOMÉSTICA,REGULAR,11.0,597.0,24264.0,3707.0,2135.0,2696.0,8.0,72.0,11093.0,12.3167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSPG,BRASIL,DOMÉSTICA,REGULAR,11.0,253.0,9945.0,715.0,1055.0,1105.0,17.0,153.0,26359.0,7.26667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSPI,BRASIL,DOMÉSTICA,REGULAR,56.0,706.0,42669.0,24136.0,3753.0,4741.0,11.0,99.0,14598.0,20.4833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSUV,BRASIL,DOMÉSTICA,REGULAR,16.0,85.0,14760.0,3280.0,1403.0,1640.0,8.0,72.0,11677.0,8.31667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCT,SUL,BRASIL,SSVL,BRASIL,DOMÉSTICA,REGULAR,23.0,304.0,19899.0,4623.0,2054.0,2211.0,11.0,99.0,15957.0,12.1333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCY,CENTRO-OESTE,BRASIL,SWHP,BRASIL,DOMÉSTICA,REGULAR,8.0,467.0,33336.0,3704.0,2612.0,3704.0,8.0,72.0,10710.0,14.9667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCY,CENTRO-OESTE,BRASIL,SWJN,BRASIL,DOMÉSTICA,REGULAR,1.0,130.0,4923.0,547.0,389.0,547.0,1.0,9.0,1289.0,2.18333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBCY,CENTRO-OESTE,BRASIL,SWTS,BRASIL,DOMÉSTICA,REGULAR,8.0,330.0,12960.0,1440.0,1041.0,1440.0,8.0,72.0,11967.0,6.61667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBEG,NORTE,BRASIL,SWMW,BRASIL,DOMÉSTICA,REGULAR,4.0,25.0,2358.0,1048.0,190.0,262.0,1.0,9.0,1448.0,1.01667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBEG,NORTE,BRASIL,SWPI,BRASIL,DOMÉSTICA,REGULAR,13.0,54.0,29727.0,4771.0,2531.0,3303.0,9.0,81.0,12376.0,14.0167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBFZ,NORDESTE,BRASIL,SBAC,BRASIL,DOMÉSTICA,REGULAR,4.0,50.0,2160.0,480.0,186.0,240.0,2.0,18.0,3051.0,1.31667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBFZ,NORDESTE,BRASIL,SBJE,BRASIL,DOMÉSTICA,REGULAR,177.0,2144.0,70875.0,39825.0,5924.0,7875.0,35.0,315.0,51263.0,34.5
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBFZ,NORDESTE,BRASIL,SDZG,BRASIL,DOMÉSTICA,REGULAR,7.0,20.0,5580.0,2170.0,443.0,620.0,2.0,18.0,2845.0,2.56667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBFZ,NORDESTE,BRASIL,SN6L,BRASIL,DOMÉSTICA,REGULAR,5.0,90.0,7236.0,1005.0,572.0,804.0,4.0,36.0,5942.0,3.55
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBFZ,NORDESTE,BRASIL,SNIG,BRASIL,DOMÉSTICA,REGULAR,12.0,90.0,10728.0,3576.0,850.0,1192.0,4.0,36.0,5720.0,5.21667
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBFZ,NORDESTE,BRASIL,SNWS,BRASIL,DOMÉSTICA,REGULAR,6.0,100.0,7803.0,1734.0,601.0,867.0,3.0,27.0,4319.0,3.65
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBFZ,NORDESTE,BRASIL,SWBE,BRASIL,DOMÉSTICA,REGULAR,11.0,142.0,7101.0,2893.0,540.0,789.0,3.0,27.0,4368.0,3.18333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBGL,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,6480.0,0.0,639.0,720.0,2.0,18.0,2689.0,3.68333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBJE,NORDESTE,BRASIL,SBFZ,BRASIL,DOMÉSTICA,REGULAR,173.0,2034.0,70875.0,38925.0,6556.0,7875.0,35.0,315.0,50756.0,37.3
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBJR,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,120.0,952.0,154350.0,41160.0,14975.0,17150.0,50.0,450.0,68024.0,83.0833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBLO,SUL,BRASIL,SBCT,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,2835.0,0.0,260.0,315.0,1.0,9.0,1392.0,1.38333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBMD,NORTE,BRASIL,SNYA,BRASIL,DOMÉSTICA,REGULAR,4.0,75.0,6633.0,268.0,685.0,737.0,11.0,99.0,17052.0,4.68333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBPA,SUL,BRASIL,SBBG,BRASIL,DOMÉSTICA,REGULAR,81.0,820.0,52002.0,26001.0,4505.0,5778.0,18.0,162.0,25198.0,26.8167
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBPA,SUL,BRASIL,SBPF,BRASIL,DOMÉSTICA,REGULAR,153.0,1131.0,70875.0,34425.0,6227.0,7875.0,35.0,315.0,51019.0,37.8833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBPA,SUL,BRASIL,SJRG,BRASIL,DOMÉSTICA,REGULAR,44.0,631.0,47439.0,11044.0,3866.0,5271.0,21.0,189.0,30511.0,24.5
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBPA,SUL,BRASIL,SSSB,BRASIL,DOMÉSTICA,REGULAR,77.0,837.0,62244.0,38038.0,5291.0,6916.0,14.0,126.0,18167.0,29.6333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBPA,SUL,BRASIL,SSZR,BRASIL,DOMÉSTICA,REGULAR,76.0,776.0,57600.0,30400.0,5009.0,6400.0,16.0,144.0,21594.0,28.4333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBPF,SUL,BRASIL,SBPA,BRASIL,DOMÉSTICA,REGULAR,116.0,810.0,70875.0,26100.0,5968.0,7875.0,35.0,315.0,51228.0,34.5833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBRJ,SUDESTE,BRASIL,SBSP,BRASIL,DOMÉSTICA,REGULAR,0.0,0.0,3294.0,0.0,326.0,366.0,1.0,9.0,1339.0,1.93333
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBSP,SUDESTE,BRASIL,SBGL,BRASIL,DOMÉSTICA,REGULAR,11.0,162.0,19440.0,3960.0,1798.0,2160.0,6.0,54.0,8162.0,11.0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBSP,SUDESTE,BRASIL,SBJR,BRASIL,DOMÉSTICA,REGULAR,106.0,881.0,138915.0,36358.0,11353.0,15435.0,45.0,405.0,62922.0,70.2833
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2020,2,SBSP,SUDESTE,BRASIL,SBRJ,BRASIL,DOMÉSTICA,REGULAR,3.0,35.0,9882.0,1098.0,862.0,1098.0,3.0,27.0,4111.0,5.3
